Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
MHW275-RG	83989146	0	978770	0	0	0	0	0	83989146	0	100.0	nan	83010376	0	41637930	0	41372446	0	79074256	0	95.26	nan	81831634	0	1178742	0	1.42	nan	2427042	0	1098194	0	83989146
MHW276-RG	83432370	0	1037369	0	0	0	0	0	83432370	0	100.0	nan	82395001	0	41313084	0	41081917	0	78749516	0	95.58	nan	81356344	0	1038657	0	1.26	nan	2286180	0	1029051	0	83432370
MHW277-RG	87184787	0	921976	0	0	0	0	0	87184787	0	100.0	nan	86262811	0	43268542	0	42994269	0	82262224	0	95.36	nan	85066806	0	1196005	0	1.39	nan	2451942	0	1124717	0	87184787
MHW278-RG	81524760	0	885438	0	0	0	0	0	81524760	0	100.0	nan	80639322	0	40432202	0	40207120	0	77107238	0	95.62	nan	79611722	0	1027600	0	1.27	nan	2202736	0	1029580	0	81524760
MHW279-RG	67546469	0	792209	0	0	0	0	0	67546469	0	100.0	nan	66754260	0	33472719	0	33281541	0	63750640	0	95.5	nan	65870402	0	883858	0	1.32	nan	1867174	0	866572	0	67546469
MHW280-RG	85619740	0	928221	0	0	0	0	0	85619740	0	100.0	nan	84691519	0	42470268	0	42221251	0	80967556	0	95.6	nan	83586504	0	1105015	0	1.3	nan	2301928	0	1025570	0	85619740
MHW281-RG	91801436	0	969665	0	0	0	0	0	91801436	0	100.0	nan	90831771	0	45555493	0	45276278	0	86524544	0	95.26	nan	89522894	0	1308877	0	1.44	nan	2615364	0	1176240	0	91801436
MHW282-RG	91642810	0	1050789	0	0	0	0	0	91642810	0	100.0	nan	90592021	0	45425991	0	45166030	0	86677970	0	95.68	nan	89450186	0	1141835	0	1.26	nan	2444240	0	1067395	0	91642810
MHW283-RG	90037181	0	1089127	0	0	0	0	0	90037181	0	100.0	nan	88948054	0	44601112	0	44346942	0	84740566	0	95.27	nan	87760048	0	1188006	0	1.34	nan	2645216	0	1195171	0	90037181
MHW284-RG	85417047	0	949272	0	0	0	0	0	85417047	0	100.0	nan	84467775	0	42348193	0	42119582	0	80752240	0	95.6	nan	83412772	0	1055003	0	1.25	nan	2350864	0	1122899	0	85417047
MHW285-RG	84926208	0	914366	0	0	0	0	0	84926208	0	100.0	nan	84011842	0	42122464	0	41889378	0	80127606	0	95.38	nan	82869710	0	1142132	0	1.36	nan	2425462	0	1154908	0	84926208
MHW286-RG	88110552	0	974036	0	0	0	0	0	88110552	0	100.0	nan	87136516	0	43705594	0	43430922	0	82855668	0	95.09	nan	85828982	0	1307534	0	1.5	nan	2598610	0	1185304	0	88110552
MHW287-RG	74703172	0	808025	0	0	0	0	0	74703172	0	100.0	nan	73895147	0	37050849	0	36844298	0	70707346	0	95.69	nan	72901672	0	993475	0	1.34	nan	1927196	0	841827	0	74703172
MHW288-RG	88132222	0	1037709	0	0	0	0	0	88132222	0	100.0	nan	87094513	0	43662174	0	43432339	0	83195448	0	95.52	nan	85941074	0	1153439	0	1.32	nan	2403866	0	1103544	0	88132222
MHW289-RG	77208647	0	1173806	0	0	0	0	0	77208647	0	100.0	nan	76034841	0	38241084	0	37793757	0	69259264	0	91.09	nan	74276850	0	1757991	0	2.31	nan	4582398	0	2846479	0	77208647
MHW290-RG	81341895	0	1364349	0	0	0	0	0	81341895	0	100.0	nan	79977546	0	40246087	0	39731459	0	71976144	0	90.0	nan	78154234	0	1823312	0	2.28	nan	5673118	0	3709250	0	81341895
MHW291-RG	69879043	0	1360709	0	0	0	0	0	69879043	0	100.0	nan	68518334	0	34722792	0	33795542	0	60048424	0	87.64	nan	66407274	0	2111060	0	3.08	nan	5888374	0	3917811	0	69879043
MHW292-RG	94989853	0	1298923	0	0	0	0	0	94989853	0	100.0	nan	93690930	0	47123679	0	46567251	0	86737678	0	92.58	nan	91846478	0	1844452	0	1.97	nan	4592066	0	2671981	0	94989853
MHW293-RG	93092527	0	1577169	0	0	0	0	0	93092527	0	100.0	nan	91515358	0	46034505	0	45480853	0	81964010	0	89.56	nan	89376232	0	2139126	0	2.34	nan	6832546	0	4470332	0	93092527
MHW294-RG	98275120	0	1512038	0	0	0	0	0	98275120	0	100.0	nan	96763082	0	48664561	0	48098521	0	88102204	0	91.05	nan	94708676	0	2054406	0	2.12	nan	6054282	0	3802587	0	98275120
MHW295-RG	103647675	0	1472057	0	0	0	0	0	103647675	0	100.0	nan	102175618	0	51393516	0	50782102	0	94578486	0	92.56	nan	100131200	0	2044418	0	2.0	nan	4999176	0	2899110	0	103647675
MHW296-RG	114924542	0	2590668	0	0	0	0	0	114924542	0	100.0	nan	112333874	0	56503067	0	55830807	0	95306686	0	84.84	nan	109473844	0	2860030	0	2.55	nan	13232728	0	9486692	0	114924542
MHW297-RG	102356286	0	4569496	0	0	0	0	0	102356286	0	100.0	nan	97786790	0	49157395	0	48629395	0	84164258	0	86.07	nan	95414998	0	2371792	0	2.43	nan	9811212	0	4664754	0	102356286
MHW298-RG	99285276	0	1357267	0	0	0	0	0	99285276	0	100.0	nan	97928009	0	49224327	0	48703682	0	91241076	0	93.17	nan	96034320	0	1893689	0	1.93	nan	4296224	0	2376352	0	99285276
MHW299-RG	91087672	0	1984676	0	0	0	0	0	91087672	0	100.0	nan	89102996	0	45018815	0	44084181	0	76697556	0	86.08	nan	86522874	0	2580122	0	2.9	nan	9155454	0	6285733	0	91087672
MHW300-RG	107354146	0	1883242	0	0	0	0	0	107354146	0	100.0	nan	105470904	0	53055601	0	52415303	0	94098266	0	89.22	nan	103146936	0	2323968	0	2.2	nan	8335648	0	5620045	0	107354146
MHW301-RG	104354551	0	1768800	0	0	0	0	0	104354551	0	100.0	nan	102585751	0	51595084	0	50990667	0	92529722	0	90.2	nan	100253386	0	2332365	0	2.27	nan	7085102	0	4531554	0	104354551
MHW302-RG	96933129	0	1268090	0	0	0	0	0	96933129	0	100.0	nan	95665039	0	48074201	0	47590838	0	89939606	0	94.02	nan	93864928	0	1800111	0	1.88	nan	3466902	0	1698804	0	96933129
MHW303-RG	104037199	0	1263999	0	0	0	0	0	104037199	0	100.0	nan	102773200	0	51651627	0	51121573	0	97156414	0	94.53	nan	101003590	0	1769610	0	1.72	nan	3393802	0	1681109	0	104037199
MHW304-RG	100702061	0	6264769	0	0	0	0	0	100702061	0	100.0	nan	94437292	0	47470528	0	46966764	0	80679770	0	85.43	nan	91314056	0	3123236	0	3.31	nan	9034394	0	4179100	0	100702061
MHW305-RG	96846712	0	1181664	0	0	0	0	0	96846712	0	100.0	nan	95665048	0	48002999	0	47662049	0	90271750	0	94.36	nan	93823116	0	1841932	0	1.93	nan	3122014	0	1485173	0	96846712
MHW306-RG	95487632	0	1228195	0	0	0	0	0	95487632	0	100.0	nan	94259437	0	47349264	0	46910173	0	88619636	0	94.02	nan	92481080	0	1778357	0	1.89	nan	3412486	0	1678843	0	95487632
MHW307-RG	110116979	0	1539339	0	0	0	0	0	110116979	0	100.0	nan	108577640	0	54725944	0	53851696	0	101003288	0	93.02	nan	106230430	0	2347210	0	2.16	nan	4702222	0	2543979	0	110116979
MHW308-RG	83046442	0	1207023	0	0	0	0	0	83046442	0	100.0	nan	81839419	0	41154414	0	40685005	0	75316214	0	92.03	nan	80204748	0	1634671	0	2.0	nan	4450240	0	2712732	0	83046442
MHW309-RG	90501644	0	1419506	0	0	0	0	0	90501644	0	100.0	nan	89082138	0	44797172	0	44284966	0	81363864	0	91.34	nan	87114366	0	1967772	0	2.21	nan	5221908	0	3133833	0	90501644
MHW310-RG	89480105	0	1142915	0	0	0	0	0	89480105	0	100.0	nan	88337190	0	44380074	0	43957116	0	82691382	0	93.61	nan	86591368	0	1745822	0	1.98	nan	3458672	0	1736106	0	89480105
MHW311-RG	72135312	0	966758	0	0	0	0	0	72135312	0	100.0	nan	71168554	0	35694883	0	35473671	0	67833054	0	95.31	nan	70129070	0	1039484	0	1.46	nan	1997990	0	775018	0	72135312
MHW312-RG	112580084	0	1099262	0	0	0	0	0	112580084	0	100.0	nan	111480822	0	55957912	0	55522910	0	105847948	0	94.95	nan	109585390	0	1895432	0	1.7	nan	3206978	0	1379602	0	112580084
MHW313-RG	91226831	0	981220	0	0	0	0	0	91226831	0	100.0	nan	90245611	0	45284527	0	44961084	0	85616064	0	94.87	nan	88753004	0	1492607	0	1.65	nan	2709866	0	1207619	0	91226831
MHW314-RG	90486209	0	991955	0	0	0	0	0	90486209	0	100.0	nan	89494254	0	44906606	0	44587648	0	84910888	0	94.88	nan	88016550	0	1477704	0	1.65	nan	2684154	0	1164016	0	90486209
MHW315-RG	84811395	0	898745	0	0	0	0	0	84811395	0	100.0	nan	83912650	0	42084779	0	41827871	0	79962862	0	95.29	nan	82639200	0	1273450	0	1.52	nan	2331058	0	1013392	0	84811395
MHW316-RG	82138481	0	784564	0	0	0	0	0	82138481	0	100.0	nan	81353917	0	40816949	0	40536968	0	77728580	0	95.54	nan	80122722	0	1231195	0	1.51	nan	2041690	0	858508	0	82138481
MHW317-RG	79289928	0	854675	0	0	0	0	0	79289928	0	100.0	nan	78435253	0	39349342	0	39085911	0	74572562	0	95.08	nan	77182218	0	1253035	0	1.6	nan	2252740	0	1004477	0	79289928
MHW318-RG	85188257	0	841346	0	0	0	0	0	85188257	0	100.0	nan	84346911	0	42313242	0	42033669	0	80471658	0	95.41	nan	83063350	0	1283561	0	1.52	nan	2216860	0	924065	0	85188257
MHW319-RG	98500698	0	1008619	0	0	0	0	0	98500698	0	100.0	nan	97492079	0	48897306	0	48594773	0	93205860	0	95.6	nan	96131714	0	1360365	0	1.4	nan	2503998	0	1036951	0	98500698
MHW320-RG	112159943	0	1110687	0	0	0	0	0	112159943	0	100.0	nan	111049256	0	55738968	0	55310288	0	105576172	0	95.07	nan	109226246	0	1823010	0	1.64	nan	3117038	0	1298336	0	112159943
MHW321-RG	171310495	0	1880005	0	0	0	0	0	171310495	0	100.0	nan	169430490	0	85025660	0	84404830	0	160257806	0	94.59	nan	166513506	0	2916984	0	1.72	nan	5406878	0	2319559	0	171310495
MHW322-RG	101112831	0	1168401	0	0	0	0	0	101112831	0	100.0	nan	99944430	0	50130482	0	49813948	0	95214378	0	95.27	nan	98588726	0	1355704	0	1.36	nan	2965888	0	1320500	0	101112831
MHW323-RG	108658361	0	1140953	0	0	0	0	0	108658361	0	100.0	nan	107517408	0	53936199	0	53581209	0	102282686	0	95.13	nan	105832742	0	1684666	0	1.57	nan	3077226	0	1314364	0	108658361
MHW324-RG	102774320	0	1078051	0	0	0	0	0	102774320	0	100.0	nan	101696269	0	51038985	0	50657284	0	96321364	0	94.71	nan	99921760	0	1774509	0	1.74	nan	3116872	0	1326459	0	102774320
MHW325-RG	99024890	0	1010012	0	0	0	0	0	99024890	0	100.0	nan	98014878	0	49189730	0	48825148	0	93046072	0	94.93	nan	96381208	0	1633670	0	1.67	nan	2858086	0	1223623	0	99024890
MHW326-RG	87040543	0	925903	0	0	0	0	0	87040543	0	100.0	nan	86114640	0	43245665	0	42868975	0	81592134	0	94.75	nan	84619930	0	1494710	0	1.74	nan	2561636	0	1109915	0	87040543
MHW327-RG	87728852	0	969800	0	0	0	0	0	87728852	0	100.0	nan	86759052	0	43549468	0	43209584	0	82268454	0	94.82	nan	85322746	0	1436306	0	1.66	nan	2614332	0	1148126	0	87728852
MHW328-RG	92214791	0	3888186	0	0	0	0	0	92214791	0	100.0	nan	88326605	0	44344048	0	43982557	0	77442412	0	87.68	nan	86643682	0	1682923	0	1.91	nan	7773014	0	3201490	0	92214791
MHW329-RG	103075899	0	1078645	0	0	0	0	0	103075899	0	100.0	nan	101997254	0	51183289	0	50813965	0	96975682	0	95.08	nan	100391032	0	1606222	0	1.57	nan	2930182	0	1307774	0	103075899
MHW330-RG	89804299	0	1020293	0	0	0	0	0	89804299	0	100.0	nan	88784006	0	44538745	0	44245261	0	84236528	0	94.88	nan	87422658	0	1361348	0	1.53	nan	2757238	0	1246321	0	89804299
MHW331-RG	86385738	0	990661	0	0	0	0	0	86385738	0	100.0	nan	85395077	0	42820534	0	42574543	0	81427046	0	95.35	nan	84203510	0	1191567	0	1.4	nan	2419636	0	1120744	0	86385738
MHW332-RG	85794252	0	870983	0	0	0	0	0	85794252	0	100.0	nan	84923269	0	42656536	0	42266733	0	80229186	0	94.47	nan	83300946	0	1622323	0	1.91	nan	2633446	0	1148290	0	85794252
MHW333-RG	82931552	0	836599	0	0	0	0	0	82931552	0	100.0	nan	82094953	0	41198090	0	40896863	0	78102064	0	95.14	nan	80761912	0	1333041	0	1.62	nan	2295018	0	997607	0	82931552
MHW334-RG	92469485	0	1003731	0	0	0	0	0	92469485	0	100.0	nan	91465754	0	45905514	0	45560240	0	86829398	0	94.93	nan	89942750	0	1523004	0	1.67	nan	2695978	0	1185331	0	92469485
MHW335-RG	89228316	0	4930903	0	0	0	0	0	89228316	0	100.0	nan	84297413	0	42385683	0	41911730	0	69785318	0	82.78	nan	82275084	0	2022329	0	2.4	nan	11170472	0	6150414	0	89228316
MHW336-RG	92293548	0	1639743	0	0	0	0	0	92293548	0	100.0	nan	90653805	0	45590752	0	45063053	0	82628556	0	91.15	nan	88821730	0	1832075	0	2.02	nan	5638812	0	3562391	0	92293548
MHW337-RG	78069662	0	1137944	0	0	0	0	0	78069662	0	100.0	nan	76931718	0	38674201	0	38257517	0	71564376	0	93.02	nan	75489904	0	1441814	0	1.87	nan	3530068	0	2015714	0	78069662
MHW338-RG	89214103	0	1451930	0	0	0	0	0	89214103	0	100.0	nan	87762173	0	44115738	0	43646435	0	80200760	0	91.38	nan	85889770	0	1872403	0	2.13	nan	5191140	0	3213104	0	89214103
MHW339-RG	85034108	0	1345515	0	0	0	0	0	85034108	0	100.0	nan	83688593	0	42037349	0	41651244	0	78142808	0	93.37	nan	82213356	0	1475237	0	1.76	nan	3663166	0	2046284	0	85034108
MHW340-RG	93872034	0	3576867	0	0	0	0	0	93872034	0	100.0	nan	90295167	0	45479298	0	44815869	0	73876344	0	81.82	nan	87871724	0	2423443	0	2.68	nan	13111510	0	9557708	0	93872034
MHW341-RG	96100514	0	1543048	0	0	0	0	0	96100514	0	100.0	nan	94557466	0	47535592	0	47021874	0	87279272	0	92.3	nan	92787786	0	1769680	0	1.87	nan	4992258	0	3041311	0	96100514
MHW342-RG	101157764	0	1587152	0	0	0	0	0	101157764	0	100.0	nan	99570612	0	50065955	0	49504657	0	91557892	0	91.95	nan	97528796	0	2041816	0	2.05	nan	5414954	0	3263953	0	101157764
MHW343-RG	101877713	0	4862873	0	0	0	0	0	101877713	0	100.0	nan	97014840	0	48776215	0	48238625	0	79736378	0	82.19	nan	94644900	0	2369940	0	2.44	nan	13939594	0	9934885	0	101877713
MHW344-RG	108006960	0	2033622	0	0	0	0	0	108006960	0	100.0	nan	105973338	0	53256472	0	52716866	0	97220428	0	91.74	nan	104066178	0	1907160	0	1.8	nan	6238148	0	3913862	0	108006960
MHW345-RG	94822852	0	1044036	0	0	0	0	0	94822852	0	100.0	nan	93778816	0	47047029	0	46731787	0	89194612	0	95.11	nan	92313660	0	1465156	0	1.56	nan	2704122	0	1209842	0	94822852
MHW347-RG	83373930	0	909829	0	0	0	0	0	83373930	0	100.0	nan	82464101	0	41351198	0	41112903	0	78726682	0	95.47	nan	81333534	0	1130567	0	1.37	nan	2272204	0	1076347	0	83373930
MHW348-RG	82803009	0	923783	0	0	0	0	0	82803009	0	100.0	nan	81879226	0	41078429	0	40800797	0	77727302	0	94.93	nan	80591954	0	1287272	0	1.57	nan	2475280	0	1077282	0	82803009
MHW349-RG	74355033	0	829449	0	0	0	0	0	74355033	0	100.0	nan	73525584	0	36883749	0	36641835	0	70013880	0	95.22	nan	72454942	0	1070642	0	1.46	nan	2112476	0	978352	0	74355033
MHW350-RG	79636744	0	900689	0	0	0	0	0	79636744	0	100.0	nan	78736055	0	39479767	0	39256288	0	75218476	0	95.53	nan	77722322	0	1013733	0	1.29	nan	2169060	0	1047390	0	79636744
MHW351-RG	86050994	0	900890	0	0	0	0	0	86050994	0	100.0	nan	85150104	0	42721805	0	42428299	0	81048472	0	95.18	nan	83860306	0	1289798	0	1.51	nan	2424836	0	1092068	0	86050994
MHW352-RG	86196384	0	933814	0	0	0	0	0	86196384	0	100.0	nan	85262570	0	42765668	0	42496902	0	81314230	0	95.37	nan	84041954	0	1220616	0	1.43	nan	2363110	0	1037755	0	86196384
MHW353-RG	76534237	0	817871	0	0	0	0	0	76534237	0	100.0	nan	75716366	0	37977163	0	37739203	0	72198212	0	95.35	nan	74599212	0	1117154	0	1.48	nan	2073278	0	927057	0	76534237
MHW407-RG	87326779	0	913665	0	0	0	0	0	87326779	0	100.0	nan	86413114	0	43348744	0	43064370	0	82231198	0	95.16	nan	85105816	0	1307298	0	1.51	nan	2481534	0	1151723	0	87326779
MHW410-RG	89035851	0	905044	0	0	0	0	0	89035851	0	100.0	nan	88130807	0	44206327	0	43924480	0	84041816	0	95.36	nan	86850952	0	1279855	0	1.45	nan	2418234	0	1088760	0	89035851
MHW419-RG	86354088	0	926317	0	0	0	0	0	86354088	0	100.0	nan	85427771	0	42852095	0	42575676	0	81327166	0	95.2	nan	84136020	0	1291751	0	1.51	nan	2435824	0	1115138	0	86354088
MHW420-RG	74016687	0	811196	0	0	0	0	0	74016687	0	100.0	nan	73205491	0	36711580	0	36493911	0	69828962	0	95.39	nan	72215966	0	989525	0	1.35	nan	2068312	0	925646	0	74016687
MHW421-RG	72086923	0	877972	0	0	0	0	0	72086923	0	100.0	nan	71208951	0	35717395	0	35491556	0	67676448	0	95.04	nan	70141688	0	1067263	0	1.5	nan	2138442	0	994211	0	72086923
MHW422-RG	80047115	0	917450	0	0	0	0	0	80047115	0	100.0	nan	79129665	0	39688691	0	39440974	0	75420364	0	95.31	nan	78012998	0	1116667	0	1.41	nan	2258224	0	1041851	0	80047115
MHW424-RG	67349908	0	779512	0	0	0	0	0	67349908	0	100.0	nan	66570396	0	33380308	0	33190088	0	63429796	0	95.28	nan	65647322	0	923074	0	1.39	nan	1937998	0	915511	0	67349908
MHW425-RG	69880242	0	821174	0	0	0	0	0	69880242	0	100.0	nan	69059068	0	34632187	0	34426881	0	65602172	0	94.99	nan	68051846	0	1007222	0	1.46	nan	2132548	0	990089	0	69880242
MHW426-RG	70948852	0	849241	0	0	0	0	0	70948852	0	100.0	nan	70099611	0	35161563	0	34938048	0	66421860	0	94.75	nan	69023242	0	1076369	0	1.54	nan	2267996	0	1052741	0	70948852
MHW427-RG	73309982	0	868482	0	0	0	0	0	73309982	0	100.0	nan	72441500	0	36320230	0	36121270	0	68887832	0	95.09	nan	71465054	0	976446	0	1.35	nan	2263082	0	1111581	0	73309982
MHW429-RG	89485285	0	1066231	0	0	0	0	0	89485285	0	100.0	nan	88419054	0	44337784	0	44081270	0	84018534	0	95.02	nan	87165338	0	1253716	0	1.42	nan	2744850	0	1303222	0	89485285
MHW431-RG	77745979	0	908653	0	0	0	0	0	77745979	0	100.0	nan	76837326	0	38534959	0	38302367	0	73208198	0	95.28	nan	75797560	0	1039766	0	1.35	nan	2268828	0	1061393	0	77745979
MHW432-RG	84125753	0	968316	0	0	0	0	0	84125753	0	100.0	nan	83157437	0	41705717	0	41451720	0	79074536	0	95.09	nan	81975334	0	1182103	0	1.42	nan	2535430	0	1209818	0	84125753
