Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
5.flexbar_trim.R_1	5.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18540171.0	2.6 Gbp	0.0	18-150	47.0	29.58629342793308	144.35678958948114	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
5.flexbar_trim.R_2	5.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18540171.0	2.6 Gbp	0.0	18-150	49.0	27.301512100292307	144.49635691062397	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
50.flexbar_trim.R_1	50.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17664425.0	2.5 Gbp	0.0	18-150	47.0	34.786018648347735	144.31673824650392	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
50.flexbar_trim.R_2	50.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17664425.0	2.5 Gbp	0.0	18-150	49.0	32.980467515746724	144.5060562118495	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
57-G.flexbar_trim.R_1	57-G.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26705405.0	3.8 Gbp	0.0	18-150	47.0	48.80723092728478	142.82480516584565	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
57-G.flexbar_trim.R_2	57-G.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26705405.0	3.8 Gbp	0.0	18-150	48.0	46.20759348472114	143.06660756502288	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
57-S.flexbar_trim.R_1	57-S.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12171985.0	1.6 Gbp	0.0	18-150	50.0	35.437457228604885	134.73946287314683	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	fail
57-S.flexbar_trim.R_2	57-S.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12171985.0	1.6 Gbp	0.0	18-150	52.0	33.73732813036798	135.46033798102775	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	fail
57.flexbar_trim.R_1	57.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18383280.0	2.5 Gbp	0.0	18-150	47.0	32.99247703956112	141.22404184672158	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
57.flexbar_trim.R_2	57.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18383280.0	2.6 Gbp	0.0	18-150	48.0	31.636327682758797	141.45310042603933	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
58-G.flexbar_trim.R_1	58-G.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27294475.0	3.9 Gbp	0.0	18-150	46.0	48.463038409656264	143.59339188608683	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
58-G.flexbar_trim.R_2	58-G.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27294475.0	3.9 Gbp	0.0	18-150	48.0	46.00870571818297	143.7977866582889	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
58-S.flexbar_trim.R_1	58-S.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14552346.0	1.9 Gbp	0.0	18-150	44.0	39.15637715486493	137.1155292074556	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass
58-S.flexbar_trim.R_2	58-S.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14552346.0	2 Gbp	0.0	18-150	46.0	37.684936839168294	137.48265214419723	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
58.flexbar_trim.R_1	58.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18304505.0	2.6 Gbp	0.0	18-150	46.0	31.29545177607371	142.86821533824596	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
58.flexbar_trim.R_2	58.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18304505.0	2.6 Gbp	0.0	18-150	48.0	30.10652206058436	143.08841304367422	150	pass	pass	warn	pass	warn	pass	pass	warn	fail	fail	pass
59.flexbar_trim.R_1	59.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17460890.0	2.5 Gbp	0.0	18-150	46.0	30.006158885431088	147.210864280114	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
59.flexbar_trim.R_2	59.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17460890.0	2.5 Gbp	0.0	18-150	49.0	28.419557277278095	147.27200148446042	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
60.flexbar_trim.R_1	60.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19032564.0	2.7 Gbp	0.0	18-150	47.0	33.96606082012351	143.36493312199028	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
60.flexbar_trim.R_2	60.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19032564.0	2.7 Gbp	0.0	18-150	48.0	32.368977440577076	143.57562659450403	150	pass	pass	warn	pass	warn	pass	pass	warn	fail	warn	pass
67.flexbar_trim.R_1	67.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19181842.0	2.7 Gbp	0.0	18-150	48.0	35.78004635687117	144.34082759101028	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
67.flexbar_trim.R_2	67.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19181842.0	2.7 Gbp	0.0	18-150	50.0	34.12627778569865	144.5022109972546	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
68.flexbar_trim.R_1	68.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19063538.0	2.7 Gbp	0.0	18-150	46.0	34.29120370484198	143.41433363523603	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
68.flexbar_trim.R_2	68.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19063538.0	2.7 Gbp	0.0	18-150	48.0	33.14524041962126	143.63822895833923	150	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
69.flexbar_trim.R_1	69.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16372600.0	2.3 Gbp	0.0	18-150	46.0	33.35620470385651	142.87461588263318	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
69.flexbar_trim.R_2	69.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16372600.0	2.3 Gbp	0.0	18-150	48.0	31.314151671636065	143.04393272907174	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
70.flexbar_trim.R_1	70.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14308031.0	2 Gbp	0.0	18-150	46.0	33.45490991735848	141.7025086121214	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
70.flexbar_trim.R_2	70.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14308031.0	2 Gbp	0.0	18-150	48.0	31.674001813971536	141.94589751727543	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
78.flexbar_trim.R_1	78.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16961387.0	2.3 Gbp	0.0	18-150	46.0	28.118853882524235	138.53138602403212	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass
78.flexbar_trim.R_2	78.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16961387.0	2.3 Gbp	0.0	18-150	48.0	25.99620811256333	138.76671725018716	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
79.flexbar_trim.R_1	79.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17656675.0	2.5 Gbp	0.0	18-150	48.0	29.840806204705544	143.2906236876422	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
79.flexbar_trim.R_2	79.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17656675.0	2.5 Gbp	0.0	18-150	50.0	27.47778740582595	143.44017511790867	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
80.flexbar_trim.R_1	80.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13704765.0	1.9 Gbp	0.0	18-150	46.0	32.36045357224711	142.32033493460122	150	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
80.flexbar_trim.R_2	80.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13704765.0	1.9 Gbp	0.0	18-150	48.0	31.01441634862966	142.5015289937478	150	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
83.flexbar_trim.R_1	83.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15437259.0	2.2 Gbp	0.0	18-150	46.0	27.598072671676334	142.8515748164878	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
83.flexbar_trim.R_2	83.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15437259.0	2.2 Gbp	0.0	18-150	48.0	25.830832863437784	143.02351984895765	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
88.flexbar_trim.R_1	88.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18736055.0	2.6 Gbp	0.0	18-150	47.0	22.811553702857694	139.36910246046995	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass
88.flexbar_trim.R_2	88.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18736055.0	2.6 Gbp	0.0	18-150	49.0	21.02897255299991	139.6130206705734	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
90.flexbar_trim.R_1	90.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17003449.0	2.3 Gbp	0.0	18-150	45.0	26.463890876254904	140.95823018024166	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
90.flexbar_trim.R_2	90.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17003449.0	2.4 Gbp	0.0	18-150	47.0	24.2841881485136	141.20117583203267	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	fail	pass
91.flexbar_trim.R_1	91.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18832038.0	2.7 Gbp	0.0	18-150	48.0	30.996639899999163	143.74772167515806	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
91.flexbar_trim.R_2	91.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18832038.0	2.7 Gbp	0.0	18-150	49.0	29.414828457138047	143.87909364881273	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
92.flexbar_trim.R_1	92.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13977590.0	2 Gbp	0.0	18-150	49.0	24.92662336986873	145.79535513632894	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
92.flexbar_trim.R_2	92.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13977590.0	2 Gbp	0.0	18-150	50.0	23.62540363086021	145.96527326956937	150	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
97.flexbar_trim.R_1	97.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16826686.0	2.3 Gbp	0.0	18-150	44.0	24.411117363028563	138.83843592255778	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
97.flexbar_trim.R_2	97.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16826686.0	2.3 Gbp	0.0	18-150	45.0	23.050509184014143	139.06668264921566	150	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
98.flexbar_trim.R_1	98.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20752442.0	2.9 Gbp	0.0	18-150	46.0	24.77850328574754	141.5311564296867	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass
98.flexbar_trim.R_2	98.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20752442.0	2.9 Gbp	0.0	18-150	48.0	22.912610723551964	141.7284129742418	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
99.flexbar_trim.R_1	99.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15638736.0	2.2 Gbp	0.0	18-150	48.0	31.722057599441555	142.30801415152735	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
99.flexbar_trim.R_2	99.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15638736.0	2.2 Gbp	0.0	18-150	50.0	29.757574800892613	142.51068001915243	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
RESUB-116.flexbar_trim.R_1	RESUB-116.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14831891.0	2.1 Gbp	0.0	18-150	48.0	35.86887674825381	143.48267142739925	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
RESUB-116.flexbar_trim.R_2	RESUB-116.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14831891.0	2.1 Gbp	0.0	18-150	50.0	34.145762621683616	143.65267099117705	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
RESUB-156.flexbar_trim.R_1	RESUB-156.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15298692.0	2.1 Gbp	0.0	18-150	49.0	35.95610348091422	142.47076795846337	150	pass	pass	warn	pass	warn	fail	pass	warn	fail	warn	pass
RESUB-156.flexbar_trim.R_2	RESUB-156.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15298692.0	2.1 Gbp	0.0	18-150	51.0	33.66942141802646	142.67214334401922	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
RESUB-36.flexbar_trim.R_1	RESUB-36.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13976653.0	2 Gbp	0.0	18-150	48.0	30.93511047637784	143.70360758044146	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
RESUB-36.flexbar_trim.R_2	RESUB-36.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13976653.0	2 Gbp	0.0	18-150	50.0	28.274378211767797	143.8403533378127	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
RESUB-76.flexbar_trim.R_1	RESUB-76.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13765029.0	1.9 Gbp	0.0	18-150	48.0	33.24684541907138	140.39078421120652	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
RESUB-76.flexbar_trim.R_2	RESUB-76.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13765029.0	1.9 Gbp	0.0	18-150	49.0	31.02138520291152	140.65698365037952	150	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
RESUB-94.flexbar_trim.R_1	RESUB-94.flexbar_trim.R_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15623530.0	2.2 Gbp	0.0	18-150	48.0	36.45437892577999	143.17016493711728	150	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass
RESUB-94.flexbar_trim.R_2	RESUB-94.flexbar_trim.R_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15623530.0	2.2 Gbp	0.0	18-150	50.0	34.07127532435647	143.36032989983698	150	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
